epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
25,2020-06-19,73,CE,Mombaça,2308500,city,197,449.8025,21,12,0,0.0609,43797,False,False
25,2020-06-19,51,CE,Monsenhor Tabosa,2308609,city,89,516.42103,2,3,0,0.0337,17234,False,False
25,2020-06-19,56,CE,Morada Nova,2308708,city,799,1291.00016,18,11,1,0.0138,61890,False,False
25,2020-06-19,48,CE,Moraújo,2308807,city,199,2281.06373,0,2,0,0.0101,8724,False,False
25,2020-06-19,47,CE,Morrinhos,2308906,city,230,1020.67986,9,6,0,0.0261,22534,False,False
25,2020-06-19,51,CE,Mucambo,2309003,city,150,1031.84976,4,2,0,0.0133,14537,False,False
25,2020-06-19,66,CE,Mulungu,2309102,city,40,369.58329,0,3,0,0.075,10823,False,False
25,2020-06-19,57,CE,Nova Olinda,2309201,city,12,77.09605,0,0,0,0.0,15565,False,False
25,2020-06-19,47,CE,Nova Russas,2309300,city,143,442.341,4,11,1,0.0769,32328,False,False
25,2020-06-19,76,CE,Novo Oriente,2309409,city,32,111.86073,-1,4,0,0.125,28607,False,False
25,2020-06-19,60,CE,Ocara,2309458,city,223,867.603,11,9,2,0.0404,25703,False,False
25,2020-06-19,64,CE,Orós,2309508,city,120,560.04107,0,2,0,0.0167,21427,False,False
25,2020-06-19,69,CE,Pacajus,2309607,city,572,792.21085,26,24,0,0.042,72203,False,False
25,2020-06-19,76,CE,Pacatuba,2309706,city,894,1071.53131,21,63,2,0.0705,83432,False,False
25,2020-06-19,58,CE,Pacoti,2309805,city,119,970.55705,7,6,0,0.0504,12261,False,False
25,2020-06-19,37,CE,Pacujá,2309904,city,53,811.26588,2,1,0,0.0189,6533,False,False
25,2020-06-19,40,CE,Palhano,2310001,city,39,415.51247,4,1,0,0.0256,9386,False,False
25,2020-06-19,40,CE,Palmácia,2310100,city,139,1043.38688,14,4,0,0.0288,13322,False,False
25,2020-06-19,67,CE,Paracuru,2310209,city,318,906.60281,12,27,3,0.0849,35076,False,False
25,2020-06-19,56,CE,Paraipaba,2310258,city,308,940.63034,8,19,0,0.0617,32744,False,False
25,2020-06-19,47,CE,Parambu,2310308,city,107,339.45624,0,11,0,0.1028,31521,False,False
25,2020-06-19,44,CE,Paramoti,2310407,city,70,572.5503,0,1,0,0.0143,12226,False,False
25,2020-06-19,76,CE,Pedra Branca,2310506,city,76,175.69005,2,6,0,0.0789,43258,False,False
25,2020-06-19,33,CE,Penaforte,2310605,city,10,110.16856,0,2,0,0.2,9077,False,False
25,2020-06-19,61,CE,Pentecoste,2310704,city,390,1033.08522,1,21,0,0.0538,37751,False,False
25,2020-06-19,62,CE,Pereiro,2310803,city,19,116.51438,0,0,0,0.0,16307,False,False
25,2020-06-19,76,CE,Pindoretama,2310852,city,238,1157.19356,10,11,0,0.0462,20567,False,False
25,2020-06-19,33,CE,Piquet Carneiro,2310902,city,11,64.86231,0,0,0,0.0,16959,False,False
25,2020-06-19,41,CE,Pires Ferreira,2310951,city,9,82.18428,0,0,0,0.0,10951,False,False
25,2020-06-19,51,CE,Poranga,2311009,city,25,202.65888,1,0,0,0.0,12336,False,False
25,2020-06-19,65,CE,Porteiras,2311108,city,13,86.68978,0,1,0,0.0769,14996,False,False
25,2020-06-19,41,CE,Potengi,2311207,city,56,507.01675,1,0,0,0.0,11045,False,False
25,2020-06-19,62,CE,Potiretama,2311231,city,20,311.57501,2,0,0,0.0,6419,False,False
25,2020-06-19,66,CE,Quiterianópolis,2311264,city,50,237.14665,2,2,0,0.04,21084,False,False
25,2020-06-19,84,CE,Quixadá,2311306,city,1489,1697.29163,10,41,0,0.0275,87728,False,False
25,2020-06-19,57,CE,Quixelô,2311355,city,104,642.84831,4,1,0,0.0096,16178,False,False
25,2020-06-19,76,CE,Quixeramobim,2311405,city,531,654.89258,28,23,0,0.0433,81082,False,False
25,2020-06-19,71,CE,Quixeré,2311504,city,155,699.80586,7,5,0,0.0323,22149,False,False
25,2020-06-19,66,CE,Redenção,2311603,city,579,1992.90951,35,21,1,0.0363,29053,False,False
25,2020-06-19,65,CE,Reriutaba,2311702,city,54,292.03396,2,5,0,0.0926,18491,False,False
25,2020-06-19,71,CE,Russas,2311801,city,615,786.50536,56,16,0,0.026,78194,False,False
25,2020-06-19,29,CE,Saboeiro,2311900,city,19,120.10873,2,1,1,0.0526,15819,False,False
25,2020-06-19,66,CE,Salitre,2311959,city,31,187.26592,2,1,0,0.0323,16554,False,False
25,2020-06-19,75,CE,Santana do Acaraú,2312007,city,155,477.6285,2,15,0,0.0968,32452,False,False
25,2020-06-19,43,CE,Santana do Cariri,2312106,city,71,401.12994,1,4,0,0.0563,17700,False,False
25,2020-06-19,81,CE,Santa Quitéria,2312205,city,458,1047.98298,11,15,0,0.0328,43703,False,False
25,2020-06-19,57,CE,São Benedito,2312304,city,113,235.89337,1,3,0,0.0265,47903,False,False
25,2020-06-19,65,CE,São Gonçalo do Amarante,2312403,city,1441,2975.92004,44,29,0,0.0201,48422,False,False
25,2020-06-19,60,CE,São João do Jaguaribe,2312502,city,70,915.63113,1,1,0,0.0143,7645,False,False
25,2020-06-19,71,CE,São Luís do Curu,2312601,city,101,776.92308,0,6,0,0.0594,13000,False,False
25,2020-06-19,75,CE,Senador Pompeu,2312700,city,41,160.80954,1,1,0,0.0244,25496,False,False
25,2020-06-19,71,CE,Senador Sá,2312809,city,203,2662.99357,1,1,0,0.0049,7623,False,False
25,2020-06-19,94,CE,Sobral,2312908,city,4989,2387.82396,278,187,3,0.0375,208935,False,False
25,2020-06-19,58,CE,Solonópole,2313005,city,79,431.12857,5,2,0,0.0253,18324,False,False
25,2020-06-19,71,CE,Tabuleiro do Norte,2313104,city,384,1250.93657,0,7,1,0.0182,30697,False,False
25,2020-06-19,47,CE,Tamboril,2313203,city,93,354.27222,0,2,0,0.0215,26251,False,False
25,2020-06-19,32,CE,Tarrafas,2313252,city,21,244.41341,0,1,0,0.0476,8592,False,False
25,2020-06-19,66,CE,Tauá,2313302,city,402,682.98816,15,9,0,0.0224,58859,False,False
25,2020-06-19,47,CE,Tejuçuoca,2313351,city,204,1063.21989,1,8,0,0.0392,19187,False,False
25,2020-06-19,80,CE,Tianguá,2313401,city,815,1073.13091,73,31,2,0.038,75946,False,False
25,2020-06-19,68,CE,Trairi,2313500,city,445,795.80815,2,28,1,0.0629,55918,False,False
25,2020-06-19,64,CE,Tururu,2313559,city,178,1093.97087,4,14,0,0.0787,16271,False,False
25,2020-06-19,50,CE,Ubajara,2313609,city,378,1086.45666,2,11,0,0.0291,34792,False,False
25,2020-06-19,29,CE,Umari,2313708,city,50,646.57959,0,0,0,0.0,7733,False,False
25,2020-06-19,57,CE,Umirim,2313757,city,165,832.28247,1,17,0,0.103,19825,False,False
25,2020-06-19,59,CE,Uruburetama,2313807,city,491,2247.13959,25,14,0,0.0285,21850,False,False
25,2020-06-19,62,CE,Uruoca,2313906,city,128,924.85549,2,1,0,0.0078,13840,False,False
25,2020-06-19,47,CE,Varjota,2313955,city,150,814.33225,13,4,0,0.0267,18420,False,False
25,2020-06-19,72,CE,Várzea Alegre,2314003,city,171,419.93075,1,5,0,0.0292,40721,False,False
25,2020-06-19,62,CE,Viçosa do Ceará,2314102,city,460,755.47307,6,19,0,0.0413,60889,False,False
25,2020-06-19,96,CE,,23,state,90441,990.36605,2309,5497,104,0.0608,9132078,False,False
25,2020-06-18,53,CE,Abaiara,2300101,city,14,119.28091,0,1,0,0.0714,11737,False,False
25,2020-06-18,62,CE,Acarape,2300150,city,316,2116.68565,6,10,1,0.0316,14929,False,False
25,2020-06-18,63,CE,Acaraú,2300200,city,1257,2006.67295,141,28,0,0.0223,62641,False,False
25,2020-06-18,67,CE,Acopiara,2300309,city,194,357.4719,19,13,0,0.067,54270,False,False
25,2020-06-18,46,CE,Aiuaba,2300408,city,7,40.2322,0,0,0,0.0,17399,False,False
25,2020-06-18,61,CE,Alcântaras,2300507,city,150,1280.51904,11,2,0,0.0133,11714,False,False
25,2020-06-18,20,CE,Altaneira,2300606,city,1,13.18218,0,0,0,0.0,7586,False,False
25,2020-06-18,57,CE,Alto Santo,2300705,city,59,344.10358,0,3,0,0.0508,17146,False,False
25,2020-06-18,74,CE,Amontada,2300754,city,491,1129.98251,48,13,0,0.0265,43452,False,False
25,2020-06-18,50,CE,Antonina do Norte,2300804,city,8,108.79913,0,0,0,0.0,7353,False,False
25,2020-06-18,58,CE,Apuiarés,2300903,city,102,698.63014,-1,8,0,0.0784,14600,False,False
25,2020-06-18,95,CE,Aquiraz,2301000,city,554,690.16208,12,19,0,0.0343,80271,False,False
25,2020-06-18,75,CE,Aracati,2301109,city,616,826.32433,18,30,0,0.0487,74547,False,False
25,2020-06-18,65,CE,Aracoiaba,2301208,city,342,1292.07752,8,4,0,0.0117,26469,False,False
25,2020-06-18,58,CE,Ararendá,2301257,city,5,45.72474,0,1,0,0.2,10935,False,False
25,2020-06-18,61,CE,Araripe,2301307,city,19,87.96296,2,0,0,0.0,21600,False,False
25,2020-06-18,46,CE,Aratuba,2301406,city,68,573.98498,8,1,0,0.0147,11847,False,False
25,2020-06-18,59,CE,Arneiroz,2301505,city,27,344.38776,0,0,0,0.0,7840,False,False
25,2020-06-18,46,CE,Assaré,2301604,city,29,123.84165,7,2,0,0.069,23417,False,False
25,2020-06-18,47,CE,Aurora,2301703,city,18,73.01046,3,2,1,0.1111,24654,False,False
25,2020-06-18,30,CE,Baixio,2301802,city,2,31.80662,0,0,0,0.0,6288,False,False
25,2020-06-18,61,CE,Banabuiú,2301851,city,136,747.37594,1,1,0,0.0074,18197,False,False
25,2020-06-18,59,CE,Barbalha,2301901,city,170,279.69267,15,4,0,0.0235,60781,False,False
25,2020-06-18,66,CE,Barreira,2301950,city,170,758.0825,7,14,1,0.0824,22425,False,False
25,2020-06-18,43,CE,Barro,2302008,city,24,105.82011,3,4,0,0.1667,22680,False,False
25,2020-06-18,69,CE,Barroquinha,2302057,city,384,2557.10195,1,8,0,0.0208,15017,False,False
25,2020-06-18,65,CE,Baturité,2302107,city,318,889.51049,16,20,0,0.0629,35750,False,False
25,2020-06-18,81,CE,Beberibe,2302206,city,254,474.11943,13,19,0,0.0748,53573,False,False
25,2020-06-18,63,CE,Bela Cruz,2302305,city,659,2022.03062,12,9,0,0.0137,32591,False,False
25,2020-06-18,56,CE,Boa Viagem,2302404,city,110,201.94603,13,9,0,0.0818,54470,False,False
25,2020-06-18,56,CE,Brejo Santo,2302503,city,121,244.55808,0,4,0,0.0331,49477,False,False
25,2020-06-18,65,CE,Camocim,2302602,city,1252,1966.66719,62,46,0,0.0367,63661,False,False
25,2020-06-18,56,CE,Campos Sales,2302701,city,95,346.38664,1,2,0,0.0211,27426,False,False
25,2020-06-18,77,CE,Canindé,2302800,city,951,1235.11306,48,28,1,0.0294,76997,False,False
25,2020-06-18,66,CE,Capistrano,2302909,city,296,1668.73379,6,6,0,0.0203,17738,False,False
25,2020-06-18,65,CE,Caridade,2303006,city,156,691.88806,3,12,1,0.0769,22547,False,False
25,2020-06-18,56,CE,Cariré,2303105,city,237,1284.69211,48,3,0,0.0127,18448,False,False
25,2020-06-18,54,CE,Caririaçu,2303204,city,63,233.6362,6,3,0,0.0476,26965,False,False
25,2020-06-18,75,CE,Cariús,2303303,city,71,379.69945,9,2,0,0.0282,18699,False,False
25,2020-06-18,57,CE,Carnaubal,2303402,city,86,488.46984,16,1,0,0.0116,17606,False,False
25,2020-06-18,73,CE,Cascavel,2303501,city,882,1229.38823,-1,58,0,0.0658,71743,False,False
25,2020-06-18,74,CE,Catarina,2303600,city,31,149.77292,2,1,0,0.0323,20698,False,False
25,2020-06-18,43,CE,Catunda,2303659,city,63,609.16651,-1,1,0,0.0159,10342,False,False
25,2020-06-18,83,CE,Caucaia,2303709,city,3198,884.89209,74,243,3,0.076,361400,False,False
25,2020-06-18,46,CE,Cedro,2303808,city,33,129.12314,0,3,1,0.0909,25557,False,False
25,2020-06-18,46,CE,Chaval,2303907,city,215,1645.11439,1,3,0,0.014,13069,False,False
25,2020-06-18,55,CE,Choró,2303931,city,151,1116.7813,1,3,0,0.0199,13521,False,False
25,2020-06-18,63,CE,Chorozinho,2303956,city,246,1213.97552,11,10,1,0.0407,20264,False,False
25,2020-06-18,62,CE,Coreaú,2304004,city,343,1482.53804,12,5,0,0.0146,23136,False,False
25,2020-06-18,74,CE,Crateús,2304103,city,488,650.02531,17,17,0,0.0348,75074,False,False
25,2020-06-18,70,CE,Crato,2304202,city,230,174.08021,22,6,1,0.0261,132123,False,False
25,2020-06-18,74,CE,Croatá,2304236,city,24,132.86829,0,0,0,0.0,18063,False,False
25,2020-06-18,51,CE,Cruz,2304251,city,407,1639.34426,10,8,0,0.0197,24827,False,False
25,2020-06-18,55,CE,Deputado Irapuan Pinheiro,2304269,city,6,62.33766,0,0,0,0.0,9625,False,False
25,2020-06-18,57,CE,Ererê,2304277,city,49,680.74465,2,4,0,0.0816,7198,False,False
25,2020-06-18,79,CE,Eusébio,2304285,city,1161,2165.31762,20,28,0,0.0241,53618,False,False
25,2020-06-18,77,CE,Farias Brito,2304301,city,91,467.86632,3,4,0,0.044,19450,False,False
25,2020-06-18,69,CE,Forquilha,2304350,city,85,350.97861,6,9,1,0.1059,24218,False,False
25,2020-06-18,95,CE,Fortaleza,2304400,city,32226,1207.26381,385,3087,28,0.0958,2669342,False,False
25,2020-06-18,91,CE,Fortim,2304459,city,60,364.07767,2,0,0,0.0,16480,False,False
25,2020-06-18,53,CE,Frecheirinha,2304509,city,94,667.99318,7,3,0,0.0319,14072,False,False
25,2020-06-18,51,CE,General Sampaio,2304608,city,68,892.62274,24,4,0,0.0588,7618,False,False
25,2020-06-18,67,CE,Graça,2304657,city,92,638.93326,3,2,0,0.0217,14399,False,False
25,2020-06-18,65,CE,Granja,2304707,city,312,569.88383,17,13,1,0.0417,54748,False,False
25,2020-06-18,2,CE,Granjeiro,2304806,city,0,,-1,0,0,0.0,4844,False,False
25,2020-06-18,62,CE,Groaíras,2304905,city,146,1319.11818,1,2,0,0.0137,11068,False,False
25,2020-06-18,63,CE,Guaiúba,2304954,city,189,725.13812,5,22,2,0.1164,26064,False,False
25,2020-06-18,74,CE,Guaraciaba do Norte,2305001,city,103,253.43241,1,4,0,0.0388,40642,False,False
25,2020-06-18,50,CE,Guaramiranga,2305100,city,33,635.47083,2,0,0,0.0,5193,False,False
25,2020-06-18,61,CE,Hidrolândia,2305209,city,74,370.40745,16,4,0,0.0541,19978,False,False
25,2020-06-18,76,CE,Horizonte,2305233,city,786,1167.26317,14,51,10,0.0649,67337,False,False
25,2020-06-18,63,CE,Ibaretama,2305266,city,18,134.80117,0,5,0,0.2778,13353,False,False
25,2020-06-18,50,CE,Ibiapina,2305308,city,130,520.06241,7,4,0,0.0308,24997,False,False
25,2020-06-18,61,CE,Ibicuitinga,2305332,city,169,1349.3014,6,5,0,0.0296,12525,False,False
25,2020-06-18,72,CE,Icapuí,2305357,city,177,887.93017,3,5,0,0.0282,19934,False,False
25,2020-06-18,78,CE,Icó,2305407,city,143,210.23847,4,3,0,0.021,68018,False,False
25,2020-06-18,75,CE,Iguatu,2305506,city,497,484.88751,33,20,0,0.0402,102498,False,False
25,2020-06-18,92,CE,Importados/Indefinidos,,city,1795,,16,0,0,0.0,,False,False
25,2020-06-18,70,CE,Independência,2305605,city,63,240.6601,4,4,0,0.0635,26178,False,False
25,2020-06-18,77,CE,Ipaporanga,2305654,city,80,690.07159,9,0,0,0.0,11593,False,False
25,2020-06-18,58,CE,Ipaumirim,2305704,city,11,88.26125,1,1,0,0.0909,12463,False,False
25,2020-06-18,53,CE,Ipu,2305803,city,104,247.83147,14,4,0,0.0385,41964,False,False
25,2020-06-18,75,CE,Ipueiras,2305902,city,160,419.2213,6,4,0,0.025,38166,False,False
25,2020-06-18,57,CE,Iracema,2306009,city,25,174.86186,1,1,0,0.04,14297,False,False
25,2020-06-18,54,CE,Irauçuba,2306108,city,111,459.51316,1,9,1,0.0811,24156,False,False
25,2020-06-18,72,CE,Itaiçaba,2306207,city,86,1098.7607,4,5,0,0.0581,7827,False,False
25,2020-06-18,82,CE,Itaitinga,2306256,city,413,1087.41443,3,24,1,0.0581,37980,False,False
25,2020-06-18,78,CE,Itapajé,2306306,city,497,943.52159,13,41,0,0.0825,52675,False,False
25,2020-06-18,78,CE,Itapipoca,2306405,city,1421,1098.50183,25,72,0,0.0507,129358,False,False
25,2020-06-18,63,CE,Itapiúna,2306504,city,108,529.87931,1,4,1,0.037,20382,False,False
25,2020-06-18,69,CE,Itarema,2306553,city,1077,2574.95338,4,16,0,0.0149,41826,False,False
25,2020-06-18,58,CE,Itatira,2306603,city,448,2069.57084,27,10,0,0.0223,21647,False,False
25,2020-06-18,60,CE,Jaguaretama,2306702,city,65,357.8901,2,2,0,0.0308,18162,False,False
25,2020-06-18,54,CE,Jaguaribara,2306801,city,97,850.80256,6,1,-1,0.0103,11401,False,False
25,2020-06-18,78,CE,Jaguaribe,2306900,city,180,519.00121,4,9,0,0.05,34682,False,False
25,2020-06-18,62,CE,Jaguaruana,2307007,city,181,537.01231,19,4,0,0.0221,33705,False,False
25,2020-06-18,61,CE,Jardim,2307106,city,17,62.5598,3,2,1,0.1176,27174,False,False
25,2020-06-18,32,CE,Jati,2307205,city,7,86.30255,0,1,0,0.1429,8111,False,False
25,2020-06-18,43,CE,Jijoca de Jericoacoara,2307254,city,190,958.82115,8,5,0,0.0263,19816,False,False
25,2020-06-18,91,CE,Juazeiro do Norte,2307304,city,938,342.07734,32,52,3,0.0554,274207,False,False
25,2020-06-18,65,CE,Jucás,2307403,city,32,128.86079,1,2,0,0.0625,24833,False,False
25,2020-06-18,74,CE,Lavras da Mangabeira,2307502,city,39,123.77809,2,2,0,0.0513,31508,False,False
25,2020-06-18,75,CE,Limoeiro do Norte,2307601,city,453,760.83305,21,15,0,0.0331,59540,False,False
25,2020-06-18,52,CE,Madalena,2307635,city,145,736.37703,9,5,0,0.0345,19691,False,False
25,2020-06-18,82,CE,Maracanaú,2307650,city,2909,1276.51545,33,194,4,0.0667,227886,False,False
25,2020-06-18,84,CE,Maranguape,2307700,city,1301,1008.69916,27,74,0,0.0569,128978,False,False
25,2020-06-18,55,CE,Marco,2307809,city,132,482.43851,4,7,0,0.053,27361,False,False
25,2020-06-18,54,CE,Martinópole,2307908,city,24,213.65619,4,2,0,0.0833,11233,False,False
25,2020-06-18,65,CE,Massapê,2308005,city,621,1603.11847,19,29,1,0.0467,38737,False,False
25,2020-06-18,87,CE,Mauriti,2308104,city,161,335.68242,3,7,0,0.0435,47962,False,False
25,2020-06-18,51,CE,Meruoca,2308203,city,221,1467.75586,1,7,0,0.0317,15057,False,False
25,2020-06-18,61,CE,Milagres,2308302,city,34,123.58244,2,2,0,0.0588,27512,False,False
25,2020-06-18,50,CE,Milhã,2308351,city,75,570.12543,5,3,0,0.04,13155,False,False
25,2020-06-18,54,CE,Miraíma,2308377,city,173,1251.99016,0,6,0,0.0347,13818,False,False
25,2020-06-18,53,CE,Missão Velha,2308401,city,100,282.54175,7,2,0,0.02,35393,False,False
25,2020-06-18,72,CE,Mombaça,2308500,city,176,401.85401,14,12,0,0.0682,43797,False,False
25,2020-06-18,50,CE,Monsenhor Tabosa,2308609,city,87,504.81606,11,3,0,0.0345,17234,False,False
25,2020-06-18,55,CE,Morada Nova,2308708,city,781,1261.9163,23,10,0,0.0128,61890,False,False
25,2020-06-18,47,CE,Moraújo,2308807,city,199,2281.06373,8,2,0,0.0101,8724,False,False
25,2020-06-18,46,CE,Morrinhos,2308906,city,221,980.74021,8,6,0,0.0271,22534,False,False
25,2020-06-18,50,CE,Mucambo,2309003,city,146,1004.33377,6,2,0,0.0137,14537,False,False
25,2020-06-18,65,CE,Mulungu,2309102,city,40,369.58329,0,3,0,0.075,10823,False,False
25,2020-06-18,56,CE,Nova Olinda,2309201,city,12,77.09605,0,0,0,0.0,15565,False,False
25,2020-06-18,46,CE,Nova Russas,2309300,city,139,429.96783,0,10,0,0.0719,32328,False,False
25,2020-06-18,75,CE,Novo Oriente,2309409,city,33,115.35638,1,4,0,0.1212,28607,False,False
25,2020-06-18,59,CE,Ocara,2309458,city,212,824.80644,1,7,0,0.033,25703,False,False
25,2020-06-18,63,CE,Orós,2309508,city,120,560.04107,6,2,0,0.0167,21427,False,False
25,2020-06-18,68,CE,Pacajus,2309607,city,546,756.20127,14,24,3,0.044,72203,False,False
25,2020-06-18,75,CE,Pacatuba,2309706,city,873,1046.36111,2,61,1,0.0699,83432,False,False
25,2020-06-18,57,CE,Pacoti,2309805,city,112,913.46546,15,6,1,0.0536,12261,False,False
25,2020-06-18,36,CE,Pacujá,2309904,city,51,780.65207,2,1,1,0.0196,6533,False,False
25,2020-06-18,39,CE,Palhano,2310001,city,35,372.8958,0,1,0,0.0286,9386,False,False
25,2020-06-18,39,CE,Palmácia,2310100,city,125,938.29755,1,4,1,0.032,13322,False,False
25,2020-06-18,66,CE,Paracuru,2310209,city,306,872.39138,11,24,3,0.0784,35076,False,False
25,2020-06-18,55,CE,Paraipaba,2310258,city,300,916.19839,0,19,2,0.0633,32744,False,False
25,2020-06-18,46,CE,Parambu,2310308,city,107,339.45624,1,11,0,0.1028,31521,False,False
25,2020-06-18,43,CE,Paramoti,2310407,city,70,572.5503,3,1,0,0.0143,12226,False,False
25,2020-06-18,75,CE,Pedra Branca,2310506,city,74,171.06662,-1,6,0,0.0811,43258,False,False
25,2020-06-18,32,CE,Penaforte,2310605,city,10,110.16856,1,2,0,0.2,9077,False,False
25,2020-06-18,60,CE,Pentecoste,2310704,city,389,1030.43628,27,21,0,0.054,37751,False,False
25,2020-06-18,61,CE,Pereiro,2310803,city,19,116.51438,0,0,0,0.0,16307,False,False
25,2020-06-18,75,CE,Pindoretama,2310852,city,228,1108.57198,1,11,1,0.0482,20567,False,False
25,2020-06-18,32,CE,Piquet Carneiro,2310902,city,11,64.86231,0,0,0,0.0,16959,False,False
25,2020-06-18,40,CE,Pires Ferreira,2310951,city,9,82.18428,1,0,0,0.0,10951,False,False
25,2020-06-18,50,CE,Poranga,2311009,city,24,194.55253,-2,0,0,0.0,12336,False,False
25,2020-06-18,64,CE,Porteiras,2311108,city,13,86.68978,0,1,0,0.0769,14996,False,False
25,2020-06-18,40,CE,Potengi,2311207,city,55,497.96288,1,0,0,0.0,11045,False,False
25,2020-06-18,61,CE,Potiretama,2311231,city,18,280.41751,0,0,0,0.0,6419,False,False
25,2020-06-18,65,CE,Quiterianópolis,2311264,city,48,227.66079,2,2,0,0.0417,21084,False,False
25,2020-06-18,83,CE,Quixadá,2311306,city,1479,1685.89276,47,41,0,0.0277,87728,False,False
25,2020-06-18,56,CE,Quixelô,2311355,city,100,618.12338,16,1,0,0.01,16178,False,False
25,2020-06-18,75,CE,Quixeramobim,2311405,city,503,620.35964,22,23,0,0.0457,81082,False,False
25,2020-06-18,70,CE,Quixeré,2311504,city,148,668.20172,5,5,0,0.0338,22149,False,False
25,2020-06-18,65,CE,Redenção,2311603,city,544,1872.44002,10,20,0,0.0368,29053,False,False
25,2020-06-18,64,CE,Reriutaba,2311702,city,52,281.21789,5,5,1,0.0962,18491,False,False
25,2020-06-18,70,CE,Russas,2311801,city,559,714.88861,39,16,0,0.0286,78194,False,False
25,2020-06-18,28,CE,Saboeiro,2311900,city,17,107.46571,0,0,0,0.0,15819,False,False
25,2020-06-18,65,CE,Salitre,2311959,city,29,175.18425,4,1,0,0.0345,16554,False,False
25,2020-06-18,74,CE,Santana do Acaraú,2312007,city,153,471.46555,0,15,1,0.098,32452,False,False
25,2020-06-18,42,CE,Santana do Cariri,2312106,city,70,395.48023,3,4,1,0.0571,17700,False,False
25,2020-06-18,80,CE,Santa Quitéria,2312205,city,447,1022.81308,19,15,1,0.0336,43703,False,False
25,2020-06-18,56,CE,São Benedito,2312304,city,112,233.80582,3,3,0,0.0268,47903,False,False
25,2020-06-18,64,CE,São Gonçalo do Amarante,2312403,city,1397,2885.05225,39,29,0,0.0208,48422,False,False
25,2020-06-18,59,CE,São João do Jaguaribe,2312502,city,69,902.55069,2,1,0,0.0145,7645,False,False
25,2020-06-18,70,CE,São Luís do Curu,2312601,city,101,776.92308,7,6,0,0.0594,13000,False,False
25,2020-06-18,74,CE,Senador Pompeu,2312700,city,40,156.88735,1,1,0,0.025,25496,False,False
25,2020-06-18,70,CE,Senador Sá,2312809,city,202,2649.87538,50,1,0,0.005,7623,False,False
25,2020-06-18,93,CE,Sobral,2312908,city,4711,2254.76823,233,184,3,0.0391,208935,False,False
25,2020-06-18,57,CE,Solonópole,2313005,city,74,403.84196,3,2,0,0.027,18324,False,False
25,2020-06-18,70,CE,Tabuleiro do Norte,2313104,city,384,1250.93657,10,6,1,0.0156,30697,False,False
25,2020-06-18,46,CE,Tamboril,2313203,city,93,354.27222,0,2,0,0.0215,26251,False,False
25,2020-06-18,31,CE,Tarrafas,2313252,city,21,244.41341,0,1,0,0.0476,8592,False,False
25,2020-06-18,65,CE,Tauá,2313302,city,387,657.50353,10,9,0,0.0233,58859,False,False
25,2020-06-18,46,CE,Tejuçuoca,2313351,city,203,1058.00803,3,8,0,0.0394,19187,False,False
25,2020-06-18,79,CE,Tianguá,2313401,city,742,977.00998,52,29,1,0.0391,75946,False,False
25,2020-06-18,67,CE,Trairi,2313500,city,443,792.23148,46,27,0,0.0609,55918,False,False
25,2020-06-18,63,CE,Tururu,2313559,city,174,1069.38725,2,14,0,0.0805,16271,False,False
25,2020-06-18,49,CE,Ubajara,2313609,city,376,1080.70821,28,11,0,0.0293,34792,False,False
25,2020-06-18,28,CE,Umari,2313708,city,50,646.57959,4,0,0,0.0,7733,False,False
25,2020-06-18,56,CE,Umirim,2313757,city,164,827.23834,1,17,0,0.1037,19825,False,False
25,2020-06-18,58,CE,Uruburetama,2313807,city,466,2132.72311,8,14,0,0.03,21850,False,False
25,2020-06-18,61,CE,Uruoca,2313906,city,126,910.40462,6,1,0,0.0079,13840,False,False
25,2020-06-18,46,CE,Varjota,2313955,city,137,743.75679,53,4,0,0.0292,18420,False,False
25,2020-06-18,71,CE,Várzea Alegre,2314003,city,170,417.47501,2,5,0,0.0294,40721,False,False
25,2020-06-18,61,CE,Viçosa do Ceará,2314102,city,454,745.61908,25,19,0,0.0419,60889,False,False
25,2020-06-18,95,CE,,23,state,88132,965.08155,2526,5393,86,0.0612,9132078,False,False
25,2020-06-17,52,CE,Abaiara,2300101,city,14,119.28091,2,1,0,0.0714,11737,False,False
25,2020-06-17,61,CE,Acarape,2300150,city,310,2076.49541,35,9,0,0.029,14929,False,False
25,2020-06-17,62,CE,Acaraú,2300200,city,1116,1781.58075,67,28,0,0.0251,62641,False,False
25,2020-06-17,66,CE,Acopiara,2300309,city,175,322.46177,5,13,0,0.0743,54270,False,False
25,2020-06-17,45,CE,Aiuaba,2300408,city,7,40.2322,0,0,0,0.0,17399,False,False
25,2020-06-17,60,CE,Alcântaras,2300507,city,139,1186.61431,0,2,0,0.0144,11714,False,False
25,2020-06-17,19,CE,Altaneira,2300606,city,1,13.18218,0,0,0,0.0,7586,False,False
25,2020-06-17,56,CE,Alto Santo,2300705,city,59,344.10358,2,3,0,0.0508,17146,False,False
25,2020-06-17,73,CE,Amontada,2300754,city,443,1019.51579,25,13,0,0.0293,43452,False,False
25,2020-06-17,49,CE,Antonina do Norte,2300804,city,8,108.79913,1,0,0,0.0,7353,False,False
25,2020-06-17,57,CE,Apuiarés,2300903,city,103,705.47945,0,8,0,0.0777,14600,False,False
